sale_id,date,year,month,quarter,drug_name,drug_class,region,channel,rep_name,manager,units_sold,unit_price,revenue,target_revenue
TXN-02128,2023-12-14,2023,12,Q4,Ciprofloxacin,Anti-infective,East,Hospital,Pooja Bose,Subrata Chatterjee,97.0,263.0,25511.0,29105.88
TXN-02129,2023-10-14,2023,10,Q4,Aspirin,Cardiovascular,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,149.0,94.87,14135.63,14861.05
TXN-02130,2024-07-29,2024,7,Q3,Ibuprofen,Pain & Inflammation,East,Hospital,Debashish Roy,Subrata Chatterjee,144.0,103.52,14906.88,15188.77
TXN-02131,2020-10-18,2020,10,Q4,Sertraline,CNS,South,Pharmacy,Divya Menon,Lakshmi Iyer,51.0,454.54,23181.54,27636.62
TXN-02132,2021-08-02,2021,8,Q3,Insulin Glargine,Diabetes,West,Hospital,Sneha Patil,Rajesh Mehta,85.0,1148.12,97590.2,109674.26
TXN-02133,2023-06-10,2023,6,Q2,Aspirin,Cardiovascular,South,Pharmacy,Karthik Raj,Lakshmi Iyer,80.0,92.72,7417.6,7764.28
TXN-02134,2022-09-24,2022,9,Q3,Amoxicillin,Anti-infective,East,Pharmacy,Arnab Das,Subrata Chatterjee,264.0,216.19,57074.16,55624.3
TXN-02135,2022-12-14,2022,12,Q4,Insulin Glargine,Diabetes,West,Pharmacy,Kavita Desai,Rajesh Mehta,110.0,917.92,100971.2,121726.65
TXN-02136,2021-11-02,2021,11,Q4,Insulin Glargine,Diabetes,Central,Hospital,Rohit Mishra,Anita Pandey,79.0,997.89,78833.31,80743.93
TXN-02137,2024-08-01,2024,8,Q3,Ibuprofen,Pain & Inflammation,West,Hospital,Kavita Desai,Rajesh Mehta,123.0,83.17,10229.91,11149.75
TXN-02138,2020-04-07,2020,4,Q2,Metformin,Diabetes,Central,Pharmacy,Rohit Mishra,Anita Pandey,49.0,204.86,10038.14,9845.88
TXN-02139,2020-12-17,2020,12,Q4,Ciprofloxacin,Anti-infective,South,Hospital,Karthik Raj,Lakshmi Iyer,114.0,280.47,31973.58,32753.28
TXN-02140,2024-05-09,2024,5,Q2,Amoxicillin,Anti-infective,West,Pharmacy,Kavita Desai,Rajesh Mehta,49.0,226.73,11109.77,12368.23
TXN-02141,2021-04-03,2021,4,Q2,Omeprazole,Gastrointestinal,East,Pharmacy,Arnab Das,Subrata Chatterjee,182.0,118.75,21612.5,19195.68
TXN-02142,2020-04-28,2020,4,Q2,Amlodipine,Cardiovascular,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,77.0,119.01,9163.77,9364.24
TXN-02143,2022-05-14,2022,5,Q2,Ciprofloxacin,Anti-infective,South,Pharmacy,Suresh Nair,Lakshmi Iyer,73.0,321.94,23501.62,21621.82
TXN-02144,2024-04-12,2024,4,Q2,Metformin,Diabetes,South,Hospital,Karthik Raj,Lakshmi Iyer,143.0,288.17,41208.31,43336.36
TXN-02145,2024-05-25,2024,5,Q2,Sertraline,CNS,East,Pharmacy,Debashish Roy,Subrata Chatterjee,148.0,574.26,84990.48,89613.85
TXN-02146,2021-09-11,2021,9,Q3,Insulin Glargine,Diabetes,North,Hospital,Rahul Verma,Amit Srivastava,62.0,812.44,50371.28,58050.18
TXN-02147,2024-02-14,2024,2,Q1,Metformin,Diabetes,Central,Pharmacy,Deepak Gupta,Anita Pandey,163.0,265.56,43286.28,37990.37
TXN-02148,2023-05-10,2023,5,Q2,Omeprazole,Gastrointestinal,West,Pharmacy,Vikram Shah,Rajesh Mehta,144.0,112.88,16254.72,15703.21
TXN-02149,2022-10-15,2022,10,Q4,Amlodipine,Cardiovascular,North,Hospital,Priya Sharma,Amit Srivastava,75.0,137.4,10305.0,11234.52
TXN-02150,2024-01-07,2024,1,Q1,Metformin,Diabetes,North,Hospital,Priya Sharma,Amit Srivastava,210.0,285.29,59910.9,65728.06
TXN-02151,2023-08-18,2023,8,Q3,Metformin,Diabetes,West,Pharmacy,Nikhil Joshi,Rajesh Mehta,283.0,245.09,69360.47,69703.12
TXN-02152,2024-06-10,2024,6,Q2,Ciprofloxacin,Anti-infective,South,Hospital,Suresh Nair,Lakshmi Iyer,104.0,186.09,19353.36,19360.73
TXN-02153,2024-07-13,2024,7,Q3,Amlodipine,Cardiovascular,West,Pharmacy,Sneha Patil,Rajesh Mehta,143.0,174.6,24967.8,26764.37
TXN-02154,2022-05-24,2022,5,Q2,Insulin Glargine,Diabetes,East,Pharmacy,Arnab Das,Subrata Chatterjee,183.0,862.83,157897.89,144676.17
TXN-02155,2023-10-06,2023,10,Q4,Atorvastatin,Cardiovascular,East,Pharmacy,Pooja Bose,Subrata Chatterjee,119.0,198.32,23600.08,26405.09
TXN-02156,2021-10-21,2021,10,Q4,Aspirin,Cardiovascular,North,Pharmacy,Rahul Verma,Amit Srivastava,94.0,78.16,7347.04,8717.98
TXN-02157,2021-12-01,2021,12,Q4,Aspirin,Cardiovascular,Central,Pharmacy,Asha Tiwari,Anita Pandey,136.0,92.46,12574.56,13562.19
TXN-02158,2020-09-01,2020,9,Q3,Atorvastatin,Cardiovascular,North,Hospital,Ravi Kumar,Amit Srivastava,183.0,225.86,41332.38,38987.62
TXN-02159,2021-10-20,2021,10,Q4,Insulin Glargine,Diabetes,East,Hospital,Pooja Bose,Subrata Chatterjee,74.0,827.86,61261.64,69627.51
TXN-02160,2021-10-11,2021,10,Q4,Atorvastatin,Cardiovascular,South,Pharmacy,Meena Pillai,Lakshmi Iyer,72.0,175.87,12662.64,13444.32
TXN-02161,2023-04-01,2023,4,Q2,Atorvastatin,Cardiovascular,Central,Pharmacy,Rohit Mishra,Anita Pandey,115.0,210.09,24160.35,26041.23
TXN-02162,2023-07-05,2023,7,Q3,Atorvastatin,Cardiovascular,East,Pharmacy,Arnab Das,Subrata Chatterjee,143.0,221.92,31734.56,28686.43
TXN-02163,2021-08-04,2021,8,Q3,Amlodipine,Cardiovascular,West,Hospital,Vikram Shah,Rajesh Mehta,82.0,147.45,12090.9,11820.68
TXN-02164,2023-06-18,2023,6,Q2,Amlodipine,Cardiovascular,Central,Hospital,Asha Tiwari,Anita Pandey,67.0,128.4,8602.8,8347.96
TXN-02165,2020-08-04,2020,8,Q3,Insulin Glargine,Diabetes,South,Pharmacy,Suresh Nair,Lakshmi Iyer,51.0,1009.54,51486.54,49025.71
TXN-02166,2020-10-03,2020,10,Q4,Metformin,Diabetes,West,Pharmacy,Kavita Desai,Rajesh Mehta,51.0,221.58,11300.58,13249.47
TXN-02167,2024-03-22,2024,3,Q1,Amoxicillin,Anti-infective,East,Hospital,Debashish Roy,Subrata Chatterjee,68.0,189.85,12909.8,14473.2
TXN-02168,2020-11-17,2020,11,Q4,Ciprofloxacin,Anti-infective,Central,Hospital,Rohit Mishra,Anita Pandey,166.0,282.56,46904.96,52427.06
TXN-02169,2020-12-28,2020,12,Q4,Ciprofloxacin,Anti-infective,Central,Pharmacy,Rohit Mishra,Anita Pandey,132.0,222.99,29434.68,29198.44
TXN-02170,2022-10-02,2022,10,Q4,Amoxicillin,Anti-infective,South,Pharmacy,Karthik Raj,Lakshmi Iyer,120.0,221.43,26571.6,29328.14
TXN-02171,2021-05-17,2021,5,Q2,Ibuprofen,Pain & Inflammation,South,Pharmacy,Divya Menon,Lakshmi Iyer,69.0,87.23,6018.87,7200.36
TXN-02172,2020-06-26,2020,6,Q2,Amoxicillin,Anti-infective,Central,Pharmacy,Rohit Mishra,Anita Pandey,76.0,164.48,12500.48,14153.11
TXN-02173,2021-04-08,2021,4,Q2,Ciprofloxacin,Anti-infective,East,Pharmacy,Pooja Bose,Subrata Chatterjee,40.0,267.68,10707.2,12798.16
TXN-02174,2023-10-20,2023,10,Q4,Omeprazole,Gastrointestinal,South,Hospital,Suresh Nair,Lakshmi Iyer,114.0,125.26,14279.64,14202.75
TXN-02175,2020-05-05,2020,5,Q2,Amlodipine,Cardiovascular,East,Hospital,Pooja Bose,Subrata Chatterjee,68.0,180.98,12306.64,13571.8
TXN-02176,2021-06-11,2021,6,Q2,Amlodipine,Cardiovascular,Central,Pharmacy,Nisha Yadav,Anita Pandey,,181.76,16721.92,19542.7
TXN-02177,2020-07-23,2020,7,Q3,Metformin,Diabetes,South,Pharmacy,Suresh Nair,Lakshmi Iyer,126.0,242.36,30537.36,29400.57
TXN-02178,2020-01-07,2020,1,Q1,Sertraline,CNS,West,Pharmacy,Kavita Desai,Rajesh Mehta,58.0,517.59,30020.22,34515.65
TXN-02179,2021-09-11,2021,9,Q3,Amoxicillin,Anti-infective,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,87.0,224.55,19535.85,20676.48
TXN-02180,2020-02-25,2020,2,Q1,Metformin,Diabetes,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,92.0,252.26,23207.92,25218.01
TXN-02181,2020-02-25,2020,2,Q1,Sertraline,CNS,Central,Hospital,Deepak Gupta,Anita Pandey,161.0,506.21,81499.81,78618.73
TXN-02182,2023-01-01,2023,1,Q1,Amlodipine,Cardiovascular,North,Pharmacy,Anjali Singh,Amit Srivastava,207.0,178.1,36866.7,40076.82
TXN-02183,2022-03-15,2022,3,Q1,Amlodipine,Cardiovascular,East,Pharmacy,Arnab Das,Subrata Chatterjee,187.0,171.65,32098.55,28262.97
TXN-02184,2024-01-21,2024,1,Q1,Aspirin,Cardiovascular,North,Hospital,Priya Sharma,Amit Srivastava,185.0,53.76,9945.6,9682.45
TXN-02185,2020-12-14,2020,12,Q4,Metformin,Diabetes,West,Pharmacy,Sneha Patil,Rajesh Mehta,95.0,217.2,20634.0,22829.04
TXN-02186,2021-10-19,2021,10,Q4,Insulin Glargine,Diabetes,North,Hospital,Ravi Kumar,Amit Srivastava,101.0,934.21,94355.21,84479.24
TXN-02187,2021-01-09,2021,1,Q1,Sertraline,CNS,North,Hospital,Priya Sharma,Amit Srivastava,97.0,356.96,34625.12,37644.07
TXN-02188,2021-04-04,2021,4,Q2,Omeprazole,Gastrointestinal,East,Hospital,Sunita Ghosh,Subrata Chatterjee,144.0,103.38,14886.72,15596.84
TXN-02189,2023-04-15,2023,4,Q2,Insulin Glargine,Diabetes,North,Hospital,Anjali Singh,Amit Srivastava,198.0,979.67,193974.66,209772.96
TXN-02190,2022-12-10,2022,12,Q4,Ciprofloxacin,Anti-infective,South,Hospital,Karthik Raj,Lakshmi Iyer,63.0,330.12,20797.56,21523.55
TXN-02191,2023-04-14,2023,4,Q2,Ciprofloxacin,Anti-infective,Central,Hospital,Rohit Mishra,Anita Pandey,101.0,270.95,27365.95,29324.07
TXN-02192,2021-02-05,2021,2,Q1,Ibuprofen,Pain & Inflammation,South,Pharmacy,Divya Menon,Lakshmi Iyer,80.0,61.58,4926.4,5345.96
TXN-02193,2021-06-04,2021,6,Q2,Aspirin,Cardiovascular,South,Pharmacy,Karthik Raj,Lakshmi Iyer,17.0,71.94,1222.98,1373.31
TXN-02194,2022-08-09,2022,8,Q3,Metformin,Diabetes,South,Hospital,Divya Menon,Lakshmi Iyer,56.0,216.1,12101.6,13114.42
TXN-02195,2022-09-22,2022,9,Q3,Amoxicillin,Anti-infective,North,Pharmacy,Rahul Verma,Amit Srivastava,81.0,161.4,13073.4,15100.62
TXN-02196,2023-09-26,2023,9,Q3,Omeprazole,Gastrointestinal,Central,Hospital,Deepak Gupta,Anita Pandey,113.0,135.17,15274.21,14184.48
TXN-02197,2023-01-01,2023,1,Q1,Amlodipine,Cardiovascular,West,Pharmacy,Vikram Shah,Rajesh Mehta,174.0,136.71,23787.54,26090.2
TXN-02198,2021-01-28,2021,1,Q1,Omeprazole,Gastrointestinal,East,Hospital,Pooja Bose,Subrata Chatterjee,70.0,143.12,10018.4,11212.17
TXN-02199,2021-05-29,2021,5,Q2,Metformin,Diabetes,West,Hospital,Sneha Patil,Rajesh Mehta,102.0,278.92,28449.84,31547.6
TXN-02200,2022-11-29,2022,11,Q4,Sertraline,CNS,West,Hospital,Sneha Patil,Rajesh Mehta,214.0,316.32,67692.48,68413.4
TXN-02201,2024-06-25,2024,6,Q2,Metformin,Diabetes,South,Pharmacy,Karthik Raj,Lakshmi Iyer,108.0,291.43,31474.44,34009.13
TXN-02202,2024-09-15,2024,9,Q3,Ciprofloxacin,Anti-infective,North,Hospital,Priya Sharma,Amit Srivastava,136.0,192.79,26219.44,27729.56
TXN-02203,2024-04-14,2024,4,Q2,Aspirin,Cardiovascular,South,Pharmacy,Meena Pillai,Lakshmi Iyer,122.0,78.06,9523.32,10153.24
TXN-02204,2024-07-19,2024,7,Q3,Amlodipine,Cardiovascular,South,Hospital,Karthik Raj,Lakshmi Iyer,92.0,172.22,15844.24,17711.77
TXN-02205,2021-04-13,2021,4,Q2,Insulin Glargine,Diabetes,North,Pharmacy,Rahul Verma,Amit Srivastava,113.0,962.73,108788.49,124966.95
TXN-02206,2021-04-07,2021,4,Q2,Metformin,Diabetes,East,Hospital,Arnab Das,Subrata Chatterjee,92.0,290.27,26704.84,23870.96
TXN-02207,2024-12-18,2024,12,Q4,Sertraline,CNS,South,Pharmacy,Divya Menon,Lakshmi Iyer,138.0,423.5,58443.0,62992.18
TXN-02208,2020-05-13,2020,5,Q2,Insulin Glargine,Diabetes,Central,Hospital,Asha Tiwari,Anita Pandey,96.0,816.4,78374.4,86629.21
TXN-02209,2020-06-27,2020,6,Q2,Amlodipine,Cardiovascular,North,Pharmacy,Rahul Verma,Amit Srivastava,53.0,160.2,8490.6,10016.46
TXN-02210,2022-08-26,2022,8,Q3,Atorvastatin,Cardiovascular,North,Pharmacy,Priya Sharma,Amit Srivastava,146.0,157.97,23063.62,24640.87
TXN-02211,2021-02-22,2021,2,Q1,Ibuprofen,Pain & Inflammation,West,Hospital,Sneha Patil,Rajesh Mehta,126.0,67.39,8491.14,9246.99
TXN-02212,2021-12-02,2021,12,Q4,Aspirin,Cardiovascular,Central,Pharmacy,Asha Tiwari,Anita Pandey,197.0,68.12,13419.64,14409.61
TXN-02213,2024-03-28,2024,3,Q1,Metformin,Diabetes,North,Hospital,Rahul Verma,Amit Srivastava,141.0,227.4,32063.4,34608.89
TXN-02214,2021-10-23,2021,10,Q4,Amlodipine,Cardiovascular,South,Hospital,Karthik Raj,Lakshmi Iyer,84.0,114.65,9630.6,10573.4
TXN-02215,2022-10-13,2022,10,Q4,Omeprazole,Gastrointestinal,North,Pharmacy,Ravi Kumar,Amit Srivastava,100.0,122.55,12255.0,12120.02
TXN-02216,2022-12-04,2022,12,Q4,Ibuprofen,Pain & Inflammation,North,Hospital,Anjali Singh,Amit Srivastava,61.0,99.47,6067.67,6830.46
TXN-02217,2024-12-14,2024,12,Q4,Ibuprofen,Pain & Inflammation,South,Pharmacy,Suresh Nair,Lakshmi Iyer,25.0,98.89,2472.25,2399.03
TXN-02218,2023-08-09,2023,8,Q3,Sertraline,CNS,Central,Hospital,Nisha Yadav,Anita Pandey,45.0,339.06,15257.7,17412.13
TXN-02219,2023-11-10,2023,11,Q4,Ibuprofen,Pain & Inflammation,South,Pharmacy,Divya Menon,Lakshmi Iyer,77.0,78.38,6035.26,6786.57
TXN-02220,2021-10-03,2021,10,Q4,Metformin,Diabetes,East,Pharmacy,Pooja Bose,Subrata Chatterjee,42.0,349.23,14667.66,16334.51
TXN-02221,2024-07-05,2024,7,Q3,Omeprazole,Gastrointestinal,South,Hospital,Suresh Nair,Lakshmi Iyer,170.0,97.3,16541.0,16755.42
TXN-02222,2022-03-13,2022,3,Q1,Atorvastatin,Cardiovascular,North,Hospital,Ravi Kumar,Amit Srivastava,244.0,230.7,56290.8,56712.27
TXN-02223,2023-05-11,2023,5,Q2,Omeprazole,Gastrointestinal,West,Hospital,Kavita Desai,Rajesh Mehta,124.0,141.32,17523.68,20372.65
TXN-02224,2021-06-25,2021,6,Q2,Atorvastatin,Cardiovascular,South,Pharmacy,Meena Pillai,Lakshmi Iyer,103.0,221.04,22767.12,22960.08
TXN-02225,2021-05-12,2021,5,Q2,Insulin Glargine,Diabetes,West,Hospital,Kavita Desai,Rajesh Mehta,102.0,912.78,93103.56,103435.41
TXN-02226,2022-11-18,2022,11,Q4,Sertraline,CNS,West,Pharmacy,Sneha Patil,Rajesh Mehta,170.0,538.98,91626.6,98389.87
TXN-02227,2022-07-15,2022,7,Q3,Ciprofloxacin,Anti-infective,West,Hospital,Sneha Patil,Rajesh Mehta,140.0,345.3,48342.0,52673.66
TXN-02228,2023-11-06,2023,11,Q4,Aspirin,Cardiovascular,North,Hospital,Ravi Kumar,Amit Srivastava,202.0,86.72,17517.44,17613.35
TXN-02229,2023-12-08,2023,12,Q4,Ibuprofen,Pain & Inflammation,West,Hospital,Kavita Desai,Rajesh Mehta,122.0,66.66,8132.52,8809.09
TXN-02230,2022-12-19,2022,12,Q4,Ibuprofen,Pain & Inflammation,South,Hospital,Karthik Raj,Lakshmi Iyer,116.0,96.0,11136.0,12351.44
TXN-02231,2020-10-15,2020,10,Q4,Metformin,Diabetes,Central,Hospital,Rohit Mishra,Anita Pandey,71.0,276.37,19622.27,21292.22
TXN-02232,2020-06-30,2020,6,Q2,Amlodipine,Cardiovascular,West,Pharmacy,Kavita Desai,Rajesh Mehta,95.0,169.68,16119.6,17627.34
TXN-02233,2021-05-05,2021,5,Q2,Metformin,Diabetes,North,Pharmacy,Rahul Verma,Amit Srivastava,109.0,281.37,30669.33,38047.52
TXN-02234,2021-05-31,2021,5,Q2,Aspirin,Cardiovascular,Central,Pharmacy,Deepak Gupta,Anita Pandey,162.0,81.35,13178.7,11541.21
TXN-02235,2021-04-28,2021,4,Q2,Insulin Glargine,Diabetes,Central,Pharmacy,Deepak Gupta,Anita Pandey,169.0,996.96,168486.24,171625.57
TXN-02236,2024-06-26,2024,6,Q2,Aspirin,Cardiovascular,Central,Pharmacy,Deepak Gupta,Anita Pandey,211.0,61.55,12987.05,12447.84
TXN-02237,2020-12-09,2020,12,Q4,Sertraline,CNS,North,Hospital,Anjali Singh,Amit Srivastava,144.0,428.72,61735.68,59819.38
TXN-02238,2023-08-25,2023,8,Q3,Amlodipine,Cardiovascular,West,Pharmacy,Kavita Desai,Rajesh Mehta,83.0,122.26,10147.58,11646.21
TXN-02239,2024-06-01,2024,6,Q2,Amoxicillin,Anti-infective,Central,Pharmacy,Nisha Yadav,Anita Pandey,109.0,220.41,24024.69,29712.58
TXN-02240,2023-04-08,2023,4,Q2,Insulin Glargine,Diabetes,South,Pharmacy,Meena Pillai,Lakshmi Iyer,72.0,856.0,61632.0,61207.4
TXN-02241,2022-12-21,2022,12,Q4,Sertraline,CNS,West,Hospital,Sneha Patil,Rajesh Mehta,167.0,336.93,56267.31,58812.16
TXN-02242,2021-07-25,2021,7,Q3,Amlodipine,Cardiovascular,North,Hospital,Priya Sharma,Amit Srivastava,97.0,166.2,16121.4,17067.23
TXN-02243,2020-08-02,2020,8,Q3,Atorvastatin,Cardiovascular,North,Hospital,Ravi Kumar,Amit Srivastava,102.0,218.44,22280.88,19570.38
TXN-02244,2021-10-15,2021,10,Q4,Sertraline,CNS,North,Hospital,Priya Sharma,Amit Srivastava,72.0,463.72,33387.84,34446.07
TXN-02245,2021-01-20,2021,1,Q1,Sertraline,CNS,South,Pharmacy,Karthik Raj,Lakshmi Iyer,70.0,406.73,28471.1,31531.84
TXN-02246,2022-01-25,2022,1,Q1,Ibuprofen,Pain & Inflammation,South,Hospital,Suresh Nair,Lakshmi Iyer,97.0,98.61,9565.17,9378.39
TXN-02247,2023-06-15,2023,6,Q2,Sertraline,CNS,West,Pharmacy,Sneha Patil,Rajesh Mehta,116.0,537.66,62368.56,60898.13
TXN-02248,2024-12-25,2024,12,Q4,Aspirin,Cardiovascular,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,116.0,97.87,11352.92,12784.32
TXN-02249,2023-10-13,2023,10,Q4,Sertraline,CNS,East,Hospital,Debashish Roy,Subrata Chatterjee,111.0,534.43,59321.73,64900.58
TXN-02250,2022-08-07,2022,8,Q3,Metformin,Diabetes,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,120.0,278.96,33475.2,36728.28
TXN-02251,2024-12-26,2024,12,Q4,Omeprazole,Gastrointestinal,West,Pharmacy,Kavita Desai,Rajesh Mehta,100.0,151.17,15117.0,16285.58
TXN-02252,2020-06-10,2020,6,Q2,Ibuprofen,Pain & Inflammation,West,Hospital,Vikram Shah,Rajesh Mehta,99.0,86.65,8578.35,9588.35
TXN-02253,2023-01-03,2023,1,Q1,Sertraline,CNS,South,Pharmacy,Suresh Nair,Lakshmi Iyer,84.0,438.88,36865.92,33165.59
TXN-02254,2024-05-25,2024,5,Q2,Amlodipine,Cardiovascular,Central,Hospital,Asha Tiwari,Anita Pandey,50.0,142.6,7130.0,7506.71
TXN-02255,2021-08-30,2021,8,Q3,Ciprofloxacin,Anti-infective,North,Pharmacy,Anjali Singh,Amit Srivastava,71.0,208.32,14790.72,14409.37
TXN-02256,2020-10-29,2020,10,Q4,Metformin,Diabetes,Central,Pharmacy,Asha Tiwari,Anita Pandey,129.0,285.82,36870.78,36421.77
TXN-02257,2020-08-30,2020,8,Q3,Metformin,Diabetes,North,Pharmacy,Rahul Verma,Amit Srivastava,58.0,286.32,16606.56,18774.39
TXN-02258,2023-06-15,2023,6,Q2,Metformin,Diabetes,North,Pharmacy,Ravi Kumar,Amit Srivastava,306.0,314.14,96126.84,91780.28
TXN-02259,2020-07-12,2020,7,Q3,Amlodipine,Cardiovascular,West,Pharmacy,Nikhil Joshi,Rajesh Mehta,134.0,131.8,17661.2,15519.54
TXN-02260,2023-10-22,2023,10,Q4,Amoxicillin,Anti-infective,West,Hospital,Kavita Desai,Rajesh Mehta,91.0,,16463.72,17654.13
TXN-02261,2022-01-14,2022,1,Q1,Ibuprofen,Pain & Inflammation,West,Hospital,Vikram Shah,Rajesh Mehta,168.0,91.65,15397.2,15279.76
TXN-02262,2023-07-12,2023,7,Q3,Metformin,Diabetes,East,Hospital,Arnab Das,Subrata Chatterjee,136.0,212.14,28851.04,28097.19
TXN-02263,2021-12-01,2021,12,Q4,Omeprazole,Gastrointestinal,West,Hospital,Vikram Shah,Rajesh Mehta,94.0,143.8,13517.2,13892.24
TXN-02264,2021-12-15,2021,12,Q4,Ibuprofen,Pain & Inflammation,South,Pharmacy,Divya Menon,Lakshmi Iyer,76.0,76.61,5822.36,6363.02
TXN-02265,2023-10-07,2023,10,Q4,Insulin Glargine,Diabetes,West,Pharmacy,Kavita Desai,Rajesh Mehta,111.0,933.83,103655.13,128121.71
TXN-02266,2020-10-23,2020,10,Q4,Ibuprofen,Pain & Inflammation,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,97.0,61.68,5982.96,6034.46
TXN-02267,2020-08-16,2020,8,Q3,Ibuprofen,Pain & Inflammation,North,Hospital,Rahul Verma,Amit Srivastava,68.0,110.07,7484.76,9237.0
TXN-02268,2024-08-01,2024,8,Q3,Amoxicillin,Anti-infective,East,Pharmacy,Pooja Bose,Subrata Chatterjee,66.0,229.6,15153.6,18014.62
TXN-02269,2020-11-11,2020,11,Q4,Amlodipine,Cardiovascular,West,Pharmacy,Kavita Desai,Rajesh Mehta,127.0,146.52,18608.04,22087.68
TXN-02270,2022-01-02,2022,1,Q1,Ibuprofen,Pain & Inflammation,North,Pharmacy,Rahul Verma,Amit Srivastava,94.0,64.28,6042.32,7331.74
TXN-02271,2020-12-25,2020,12,Q4,Sertraline,CNS,West,Pharmacy,Vikram Shah,Rajesh Mehta,98.0,551.84,54080.32,59011.57
TXN-02272,2021-01-15,2021,1,Q1,Sertraline,CNS,East,Pharmacy,Arnab Das,Subrata Chatterjee,277.0,341.3,94540.1,86146.2
TXN-02273,2022-08-11,2022,8,Q3,Atorvastatin,Cardiovascular,South,Pharmacy,Divya Menon,Lakshmi Iyer,83.0,203.49,16889.67,20253.45
TXN-02274,2023-05-01,2023,5,Q2,Sertraline,CNS,West,Pharmacy,Kavita Desai,Rajesh Mehta,139.0,338.63,47069.57,52097.27
TXN-02275,2024-08-27,2024,8,Q3,Insulin Glargine,Diabetes,East,Pharmacy,Arnab Das,Subrata Chatterjee,214.0,1164.71,249247.94,249114.94
TXN-02276,2023-09-08,2023,9,Q3,Ciprofloxacin,Anti-infective,East,Hospital,Arnab Das,Subrata Chatterjee,64.0,198.88,12728.32,13003.35
TXN-02277,2020-09-04,2020,9,Q3,Ciprofloxacin,Anti-infective,West,Pharmacy,Nikhil Joshi,Rajesh Mehta,144.0,231.58,33347.52,30737.44
TXN-02278,2024-04-13,2024,4,Q2,Ciprofloxacin,Anti-infective,East,Hospital,Sunita Ghosh,Subrata Chatterjee,118.0,244.54,28855.72,30893.62
TXN-02279,2020-05-25,2020,5,Q2,Ciprofloxacin,Anti-infective,North,Hospital,Anjali Singh,Amit Srivastava,101.0,241.74,24415.74,27106.07
TXN-02280,2021-06-26,2021,6,Q2,Omeprazole,Gastrointestinal,Central,Hospital,Deepak Gupta,Anita Pandey,210.0,126.59,26583.9,25324.78
TXN-02281,2024-03-22,2024,3,Q1,Insulin Glargine,Diabetes,Central,Pharmacy,Nisha Yadav,Anita Pandey,132.0,895.06,118147.92,134474.73
TXN-02282,2020-11-23,2020,11,Q4,Amoxicillin,Anti-infective,North,Hospital,Priya Sharma,Amit Srivastava,182.0,247.99,45134.18,44319.79
TXN-02283,2023-04-12,2023,4,Q2,Ciprofloxacin,Anti-infective,West,Hospital,Nikhil Joshi,Rajesh Mehta,192.0,235.58,45231.36,43860.53
TXN-02284,2024-08-09,2024,8,Q3,Ciprofloxacin,Anti-infective,Central,Pharmacy,Deepak Gupta,Anita Pandey,114.0,234.22,26701.08,25090.72
TXN-02285,2023-08-21,2023,8,Q3,Metformin,Diabetes,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,218.0,206.01,44910.18,48485.46
TXN-02286,2024-05-22,2024,5,Q2,Metformin,Diabetes,West,Pharmacy,Nikhil Joshi,Rajesh Mehta,178.0,243.92,43417.76,42524.29
TXN-02287,2022-05-30,2022,5,Q2,Amlodipine,Cardiovascular,West,Pharmacy,Sneha Patil,Rajesh Mehta,121.0,179.65,21737.65,24356.23
TXN-02288,2020-08-06,2020,8,Q3,Metformin,Diabetes,East,Pharmacy,Pooja Bose,Subrata Chatterjee,86.0,284.82,24494.52,27893.97
TXN-02289,2022-07-21,2022,7,Q3,Ibuprofen,Pain & Inflammation,North,Hospital,Ravi Kumar,Amit Srivastava,305.0,113.05,34480.25,33650.81
TXN-02290,2020-05-26,2020,5,Q2,Ibuprofen,Pain & Inflammation,West,Pharmacy,Kavita Desai,Rajesh Mehta,126.0,117.36,14787.36,15765.59
TXN-02291,2020-10-17,2020,10,Q4,Omeprazole,Gastrointestinal,Central,Hospital,Nisha Yadav,Anita Pandey,39.0,150.15,5855.85,7056.99
TXN-02292,2020-11-23,2020,11,Q4,Omeprazole,Gastrointestinal,East,Hospital,Arnab Das,Subrata Chatterjee,112.0,92.15,10320.8,9562.35
TXN-02293,2023-02-04,2023,2,Q1,Metformin,Diabetes,East,Hospital,Pooja Bose,Subrata Chatterjee,76.0,302.03,22954.28,25824.86
TXN-02294,2021-07-22,2021,7,Q3,Amoxicillin,Anti-infective,West,Hospital,Nikhil Joshi,Rajesh Mehta,117.0,247.84,28997.28,25455.98
TXN-02295,2020-08-12,2020,8,Q3,Amlodipine,Cardiovascular,East,Hospital,Pooja Bose,Subrata Chatterjee,40.0,192.65,7706.0,9309.42
TXN-02296,2020-05-25,2020,5,Q2,Atorvastatin,Cardiovascular,West,Hospital,Vikram Shah,Rajesh Mehta,89.0,293.43,26115.27,28398.78
TXN-02297,2022-06-25,2022,6,Q2,Insulin Glargine,Diabetes,South,Hospital,Meena Pillai,Lakshmi Iyer,116.0,963.37,111750.92,113613.74
